original_text,encrypted_text
V našej záhrade rastú krásne kvety Dobrý deň prajem,M ernva qpyiruv irjko bipjev bmvkp Ufsir uvo giravd
Ráno múdrejšie večera Príliš žlťučký kôň úpäl ďábelské ódy,Qxmn lwcqdivhd udpdqz Oqjkhv ykztpjz jqw woak rxadkrjf pcx
Život je krásny Slovensko je krásna krajina,Kobuz pk qxeyte Yrubktyqu pk qxeytg qxgpotg
Príliš žlťučký kôň úpäl ďábelské ódy Život je krásny,Jlefcq tfuokeu elr rjvf msvyfmea kxs Ycpin dy elsmhs
Ráno múdrejšie večera Všetko najlepšie k narodeninám,Yfuv tekylqdpl clxlyh Cdlarv uhqslwdpl r uhyvklupuft
Všetko najlepšie k narodeninám Príliš žlťučký kôň úpäl ďábelské ódy,Mnvkbf eracvgnzv b erifuvezepd Gibczn qcrlhbr bio ogsc jpsvcjbx hup
Príliš žlťučký kôň úpäl ďábelské ódy Všetko najlepšie k narodeninám,Kmfgdr ugvplfv fms skwg ntwzgnfb lyt Qrzofj ivegzkrdz f ivmjyzidith
Všetko najlepšie k narodeninám Dobrý deň prajem,Jkshyc boxzsdkws y bofcrsbwbma Rcpfo rsl dfoxsa
Ráno múdrejšie večera,Wdst rciwjobnj ajvjwf
Všetko najlepšie k narodeninám,Pqynei hudfyjqcy e hulixyhchsg
Život je krásny Slovensko je krásna krajina,Nrexc sn tahbwh Buxenwbtx sn tahbwj tajsrwj
Kde bolo tam bolo Dobrý deň prajem Všetko najlepšie k narodeninám,Xqr obyb gnz obyb Qboen qrk cenwrz Ijrgxb anwyrcjvr x anebqravalz
Slovensko je krásna krajina,Pilsbkphl gb hovpkx hoxgfkx
Bez práce nie sú koláče,Uxs ikrvx gbx lq dherjx
Príliš žlťučký kôň úpäl ďábelské ódy,Xzstqe hticysi szf fxjt agjmtaso ylg
V našej záhrade rastú krásne kvety Láska hory prenáša Bez práce nie sú koláče,H zmiqv lktdmpq dmefj wdkezq whqfk Xkewm tadk bdqzkim Nql bdkoq zuq ej waxkcq
Príliš žlťučký kôň úpäl ďábelské ódy Život je krásny Kde bolo tam bolo,Xzstqe hticysi szf fxjt agjmtaso ylg Mqdwb rm szgavg Slm jwtw biu jwtw
Život je krásny V našej záhrade rastú krásne kvety,Ycpin dy elsmhs P huqyd tsbluxy lumnr elsmhy epyns
Život je krásny,Quhaf vq wdkezk
Príliš žlťučký kôň úpäl ďábelské ódy,Sunolz codxtnd nua aseo vbehovnj tgb
Príliš žlťučký kôň úpäl ďábelské ódy,Egzaxl oapjfzp zgm meqa hnqtahzv fsn
Láska hory prenáša Ráno múdrejšie večera,Naumc jqta rtgpayc Tapq ozftglykg xgsgtc
Príliš žlťučký kôň úpäl ďábelské ódy,Lnghes vhwqmgw gnt tlxh ouxahogc mzu
Kde bolo tam bolo Láska hory prenáša,Atu rebe jqc rebe Boiaq xeho fhudomq
Život je krásny Ráno múdrejšie večera Kde bolo tam bolo,Bfslq gb hovpkv Ovkl juaobgtfb sbnbox Hab ylil qxj ylil
Všetko najlepšie k narodeninám Kde bolo tam bolo,Ijrgxb anwyrcjvr x anebqravalz Xqr obyb gnz obyb
Príliš žlťučký kôň úpäl ďábelské ódy Ráno múdrejšie večera,Cexyvj mynhdxn xek kcoy floryfxt dql Elab zkqerwjvr irdren
Bez práce nie sú koláče Život je krásny Všetko najlepšie k narodeninám,Qto egnrt cxt hm zdanft Txkdi yt zgnhcn Kltizd cpyatelxt z cpgdstcxcnb
Život je krásny,Quhaf vq wdkezk
Ráno múdrejšie večera Život je krásny Láska hory prenáša,Wdst rciwjobnj ajvjwf Jnaty oj pwdxsd Qdxpf mtwd uwjsdbf
V našej záhrade rastú krásne kvety Ráno múdrejšie večera Všetko najlepšie k narodeninám,X pcygl bajtcfg tcuvz mtaupg mxgva Tapq ozftglykg xgsgtc Xygvmq pclngrykg m pctqfgpkpao
Život je krásny,Aerkp fa gnuoju
Kde bolo tam bolo Láska hory prenáša Slovensko je krásna krajina,Slm jwtw biu jwtw Tgasi pwzg xzmvgei Atwdmvasw rm szgavi szirqvi
V našej záhrade rastú krásne kvety Slovensko je krásna krajina,W obxfk azisbef sbtuy lsztof lwfuz Tmpwfotlp kf lsztob lsbkjob
Dobrý deň prajem Všetko najlepšie k narodeninám,Nylbk noh zbktow Fgoduy xktvozgso u xkbynoxsxiw
Dobrý deň prajem Slovensko je krásna krajina,Ufsir uvo giravd Jcfmvejbf av bipjer birazer
Ráno múdrejšie večera Bez práce nie sú koláče,Qxmn lwcqdivhd udpdqz Ady oqxbd mhd rw jnkxpd
Dobrý deň prajem Všetko najlepšie k narodeninám Kde bolo tam bolo,Cnaqz cdw oqzidl Uvdsjn mzikdovhd j mzqncdmhmxl Jcd ankn szl ankn
Príliš žlťučký kôň úpäl ďábelské ódy Dobrý deň prajem Kde bolo tam bolo,Fhabym pbqkgaq ahn nfrb iorubiaw gto Terhq tun fhqzuc Atu rebe jqc rebe
Život je krásny Slovensko je krásna krajina,Cgtmr hc ipwqlw Qjmtclqim hc ipwqly ipyhgly
Život je krásny Kde bolo tam bolo Príliš žlťučký kôň úpäl ďábelské ódy,Lpcva ql ryfzuf Rkl ivsv aht ivsv Wyrspd gshbxrh rye ewis zfilszrn xkf
Dobrý deň prajem,Juhxg jkd vxgpks
Slovensko je krásna krajina,Zsvcluzrv ql ryfzuh ryhqpuh
Láska hory prenáša V našej záhrade rastú krásne kvety Bez práce nie sú koláče,Jwqiy fmpw npclwuy T lyuch xwfpybc pyqrv ipwqlc itcrw Zcx npwac lgc qv imjwoc
Kde bolo tam bolo V našej záhrade rastú krásne kvety,Vop mzwz elx mzwz G ylhpu kjsclop cldei vcjdyp vgpej
V našej záhrade rastú krásne kvety Slovensko je krásna krajina Kde bolo tam bolo,Q ivrze utcmvyz mvnos fmtniz fqzot Ngjqzinfj ez fmtniv fmvediv Fyz wjgj ovh wjgj
Slovensko je krásna krajina Láska hory prenáša,Dwzgpydvz up vcjdyl vclutyl Wjdvl szcj acpyjhl
Všetko najlepšie k narodeninám Život je krásny Dobrý deň prajem,Kltizd cpyatelxt z cpgdstcxcnb Txkdi yt zgnhcn Sdqgp stm egpytb
V našej záhrade rastú krásne kvety,W obxfk azisbef sbtuy lsztof lwfuz
Príliš žlťučký kôň úpäl ďábelské ódy Láska hory prenáša,Fhabym pbqkgaq ahn nfrb iorubiaw gto Boiaq xeho fhudomq
Príliš žlťučký kôň úpäl ďábelské ódy Dobrý deň prajem Kde bolo tam bolo,Rtmnky bncwsmc mtz zrdn uadgnumi sfa Fqdtc fgz rtclgo Mfg dqnq vco dqnq
Bez práce nie sú koláče,Hkf vxeik tok yd qurewk
Všetko najlepšie k narodeninám Príliš žlťučký kôň úpäl ďábelské ódy,Rsapgk jwfhalsea g jwnkzajejui Lnghes vhwqmgw gnt tlxh ouxahogc mzu
Ráno múdrejšie večera,Mtij hsymzerdz qzlzmv
Ráno múdrejšie večera,Fmbc alrfsxkws jsesfo
Bez práce nie sú koláče Ráno múdrejšie večera,Ehc subfh qlh va nrobth Ubqr paguhmzlh yhthud
Život je krásny Príliš žlťučký kôň úpäl ďábelské ódy Kde bolo tam bolo,Mqdwb rm szgavg Xzstqe hticysi szf fxjt agjmtaso ylg Slm jwtw biu jwtw
Príliš žlťučký kôň úpäl ďábelské ódy Slovensko je krásna krajina Bez práce nie sú koláče,Vxqroc frgawqg qxd dvhr yehkryqm wje Yrubktyqu pk qxeytg qxgpotg Hkf vxeik tok yd qurewk
Láska hory prenáša,Ylfxn ubel ceraljn
Dobrý deň prajem Láska hory prenáša Ráno múdrejšie večera,Juhxg jkd vxgpks Reyqg nuxe vxktecg Xetu sdjxkpcok bkwkxg
Kde bolo tam bolo Dobrý deň prajem,Exy vifi nug vifi Xivlu xyr jludyg
Bez práce nie sú koláče Ráno múdrejšie večera,Nql bdkoq zuq ej waxkcq Dkza yjpdqviuq hqcqdm
Život je krásny Kde bolo tam bolo,Osfyd to ubicxi Uno lyvy dkw lyvy
Slovensko je krásna krajina Láska hory prenáša V našej záhrade rastú krásne kvety,Yrubktyqu pk qxeytg qxgpotg Reyqg nuxe vxktecg B tgckp fenxgjk xgyzd qxeytk qbkze
V našej záhrade rastú krásne kvety Kde bolo tam bolo,O gtpxc sraktwx ktlmq dkrlgx doxmr Dwx uheh mtf uheh
V našej záhrade rastú krásne kvety,D viemr hgpzilm ziabf szgavm sdmbg
Ráno múdrejšie večera,Szop nyesfkxjf wfrfsb
V našej záhrade rastú krásne kvety Slovensko je krásna krajina,B tgckp fenxgjk xgyzd qxeytk qbkze Yrubktyqu pk qxeytg qxgpotg
V našej záhrade rastú krásne kvety Ráno múdrejšie večera Život je krásny,Q ivrze utcmvyz mvnos fmtniz fqzot Mtij hsymzerdz qzlzmv Zdqjo ez fmtnit
Bez práce nie sú koláče,Uxs ikrvx gbx lq dherjx
Život je krásny V našej záhrade rastú krásne kvety,Imzsx ni ovcwrc Z reain dclvehi vewxb ovcwri ozixc
Ráno múdrejšie večera Dobrý deň prajem,Ahwx vgmansfrn enznaj Mxkaj mng yajsnv
Láska hory prenáša V našej záhrade rastú krásne kvety,Boiaq xeho fhudomq L dqmuz poxhqtu hqijn ahoidu alujo
Láska hory prenáša Slovensko je krásna krajina Bez práce nie sú koláče,Zmgyo vcfm dfsbmko Gzcjsbgyc xs yfmgbo yfoxwbo Psn dfmqs bws gl yczmes
Všetko najlepšie k narodeninám,Yzhwnr qdmohszlh n qdurghqlqbp
V našej záhrade rastú krásne kvety,Y qdzhm cbkudgh udvwa nubvqh nyhwb
Ráno múdrejšie večera Život je krásny,Lshi grxlydqcy pykylu Ycpin dy elsmhs
V našej záhrade rastú krásne kvety,X pcygl bajtcfg tcuvz mtaupg mxgva
Slovensko je krásna krajina Príliš žlťučký kôň úpäl ďábelské ódy,Jcfmvejbf av bipjer birazer Gibczn qcrlhbr bio ogsc jpsvcjbx hup
V našej záhrade rastú krásne kvety,I anjrw mluenqr enfgk xelfar xirgl
Život je krásny Všetko najlepšie k narodeninám,Zdqjo ez fmtnit Qrzofj ivegzkrdz f ivmjyzidith
Kde bolo tam bolo Láska hory prenáša Dobrý deň prajem,Rkl ivsv aht ivsv Sfzrh ovyf wylufdh Kviyh kle wyhqlt
Ráno múdrejšie večera Príliš žlťučký kôň úpäl ďábelské ódy,Gncd bmsgtylxt ktftgp Egzaxl oapjfzp zgm meqa hnqtahzv fsn
Všetko najlepšie k narodeninám,Wxfulp obkmfqxjf l obspefojozn
Život je krásny Kde bolo tam bolo,Vzmfk av bipjep Buv sfcf krd sfcf
Bez práce nie sú koláče Všetko najlepšie k narodeninám,Twr hjquw faw kp cgdqiw Nowlcg fsbdwhoaw c fsjgvwfafqe
Bez práce nie sú koláče,Twr hjquw faw kp cgdqiw
Dobrý deň prajem Kde bolo tam bolo Slovensko je krásna krajina,Alyox abu moxgbj Hab ylil qxj ylil Pilsbkphl gb hovpkx hoxgfkx
Bez práce nie sú koláče Láska hory prenáša,Ady oqxbd mhd rw jnkxpd Kxrjz gnqx oqdmxvz
Kde bolo tam bolo V našej záhrade rastú krásne kvety,Wpq naxa fmy naxa H zmiqv lktdmpq dmefj wdkezq whqfk
Život je krásny,Cgtmr hc ipwqlw
Všetko najlepšie k narodeninám,Fgoduy xktvozgso u xkbynoxsxiw
Slovensko je krásna krajina Láska hory prenáša,Exahqzewa vq wdkezm wdmvuzm Xkewm tadk bdqzkim
Slovensko je krásna krajina Bez práce nie sú koláče,Exahqzewa vq wdkezm wdmvuzm Nql bdkoq zuq ej waxkcq
Dobrý deň prajem Slovensko je krásna krajina,Whukt wxq iktcxf Lehoxgldh cx dkrlgt dktcbgt
Príliš žlťučký kôň úpäl ďábelské ódy Život je krásny,Wyrspd gshbxrh rye ewis zfilszrn xkf Lpcva ql ryfzuf
Kde bolo tam bolo Slovensko je krásna krajina Ráno múdrejšie večera,Fyz wjgj ovh wjgj Ngjqzinfj ez fmtniv fmvediv Mtij hsymzerdz qzlzmv
Život je krásny Kde bolo tam bolo Ráno múdrejšie večera,Swjch xs yfmgbm Yrs pczc hoa pczc Fmbc alrfsxkws jsesfo
Príliš žlťučký kôň úpäl ďábelské ódy Ráno múdrejšie večera Život je krásny,Cexyvj mynhdxn xek kcoy floryfxt dql Elab zkqerwjvr irdren Rvibg wr xelfal
V našej záhrade rastú krásne kvety,E wjfns ihqajmn ajbcg tahbwn tench
Láska hory prenáša Život je krásny,Uhbtj qxah yanwhfj Nrexc sn tahbwh
Príliš žlťučký kôň úpäl ďábelské ódy Láska hory prenáša,Egzaxl oapjfzp zgm meqa hnqtahzv fsn Anhzp wdgn egtcnlp
Kde bolo tam bolo Láska hory prenáša Všetko najlepšie k narodeninám,Qjk huru zgs huru Reyqg nuxe vxktecg Bckzqu tgprkvcok q tgxujktotes
Láska hory prenáša,Erldt ahkr ikxgrpt
Slovensko je krásna krajina Láska hory prenáša,Buxenwbtx sn tahbwj tajsrwj Uhbtj qxah yanwhfj
V našej záhrade rastú krásne kvety,G ylhpu kjsclop cldei vcjdyp vgpej
Život je krásny Kde bolo tam bolo,Lpcva ql ryfzuf Rkl ivsv aht ivsv
Slovensko je krásna krajina Ráno múdrejšie večera,Zsvcluzrv ql ryfzuh ryhqpuh Yfuv tekylqdpl clxlyh
Slovensko je krásna krajina,Gzcjsbgyc xs yfmgbo yfoxwbo
Bez práce nie sú koláče Ráno múdrejšie večera Kde bolo tam bolo,Jmh xzgkm vqm af swtgym Zgvw uflzmreqm dmymzi Slm jwtw biu jwtw
Ráno múdrejšie večera,Fmbc alrfsxkws jsesfo
Dobrý deň prajem Príliš žlťučký kôň úpäl ďábelské ódy,Ozmcl opi aclupx Acvwth kwlfbvl vci iamw djmpwdvr boj
Ráno múdrejšie večera,Tapq ozftglykg xgsgtc
Príliš žlťučký kôň úpäl ďábelské ódy,Vxqroc frgawqg qxd dvhr yehkryqm wje
Bez práce nie sú koláče,Mpk acjnp ytp di vzwjbp
V našej záhrade rastú krásne kvety,H zmiqv lktdmpq dmefj wdkezq whqfk
Láska hory prenáša Všetko najlepšie k narodeninám Život je krásny,Ylfxn ubel ceraljn Ijrgxb anwyrcjvr x anebqravalz Rvibg wr xelfal
Bez práce nie sú koláče Ráno múdrejšie večera Príliš žlťučký kôň úpäl ďábelské ódy,Psn dfmqs bws gl yczmes Fmbc alrfsxkws jsesfo Dfyzwk nzoieyo yfl ldpz gmpszgyu erm
Všetko najlepšie k narodeninám Život je krásny,Jkshyc boxzsdkws y bofcrsbwbma Swjch xs yfmgbm
Dobrý deň prajem,Juhxg jkd vxgpks
Ráno múdrejšie večera Všetko najlepšie k narodeninám Život je krásny,Zgvw uflzmreqm dmymzi Dembsw virtmxeqm s vizwlmvqvgu Mqdwb rm szgavg
Bez práce nie sú koláče Príliš žlťučký kôň úpäl ďábelské ódy V našej záhrade rastú krásne kvety,Mpk acjnp ytp di vzwjbp Acvwth kwlfbvl vci iamw djmpwdvr boj G ylhpu kjsclop cldei vcjdyp vgpej
Láska hory prenáša,Erldt ahkr ikxgrpt
Ráno múdrejšie večera Bez práce nie sú koláče Kde bolo tam bolo,Cjyz xiocpuhtp gpbpcl Mpk acjnp ytp di vzwjbp Vop mzwz elx mzwz
V našej záhrade rastú krásne kvety,P huqyd tsbluxy lumnr elsmhy epyns
Kde bolo tam bolo Bez práce nie sú koláče,Ohi fsps xeq fsps Fid tvcgi rmi wb ospcui
Príliš žlťučký kôň úpäl ďábelské ódy Bez práce nie sú koláče Slovensko je krásna krajina,Egzaxl oapjfzp zgm meqa hnqtahzv fsn Qto egnrt cxt hm zdanft Hadktchzd yt zgnhcp zgpyxcp
Príliš žlťučký kôň úpäl ďábelské ódy Dobrý deň prajem,Xzstqe hticysi szf fxjt agjmtaso ylg Lwjzi lmf xzirmu
V našej záhrade rastú krásne kvety Kde bolo tam bolo Láska hory prenáša,E wjfns ihqajmn ajbcg tahbwn tench Tmn kxux cjv kxux Uhbtj qxah yanwhfj
Ráno múdrejšie večera,Mtij hsymzerdz qzlzmv
Kde bolo tam bolo Život je krásny Láska hory prenáša,Yrs pczc hoa pczc Swjch xs yfmgbm Zmgyo vcfm dfsbmko
Príliš žlťučký kôň úpäl ďábelské ódy,Fhabym pbqkgaq ahn nfrb iorubiaw gto
Bez práce nie sú koláče Slovensko je krásna krajina,Mpk acjnp ytp di vzwjbp Dwzgpydvz up vcjdyl vclutyl
Dobrý deň prajem Kde bolo tam bolo,Epcsb efy qsbkfn Lef cpmp ubn cpmp
Kde bolo tam bolo Dobrý deň prajem,Gza xkhk pwi xkhk Zkxnw zat lnwfai
Kde bolo tam bolo V našej záhrade rastú krásne kvety Dobrý deň prajem,Pij gtqt yfr gtqt A sfbjo edmwfij wfxyc pwdxsj pajyd Itgwf ijc uwfojr
Príliš žlťučký kôň úpäl ďábelské ódy,Qslmjx ambvrlb lsy yqcm tzcfmtlh rez
Kde bolo tam bolo Bez práce nie sú koláče V našej záhrade rastú krásne kvety,Ngh eror wdp eror Ehc subfh qlh va nrobth Y qdzhm cbkudgh udvwa nubvqh nyhwb
Ráno múdrejšie večera,Yfuv tekylqdpl clxlyh
Dobrý deň prajem Kde bolo tam bolo,Whukt wxq iktcxf Dwx uheh mtf uheh
Život je krásny Ráno múdrejšie večera Príliš žlťučký kôň úpäl ďábelské ódy,Mqdwb rm szgavg Zgvw uflzmreqm dmymzi Xzstqe hticysi szf fxjt agjmtaso ylg
Príliš žlťučký kôň úpäl ďábelské ódy Bez práce nie sú koláče Kde bolo tam bolo,Oqjkhv ykztpjz jqw woak rxadkrjf pcx Ady oqxbd mhd rw jnkxpd Jcd ankn szl ankn
Ráno múdrejšie večera,Pwlm kvbpchugc tcocpy
Bez práce nie sú koláče Ráno múdrejšie večera Život je krásny,Loj zbimo xso ch uyviao Bixy whnbotgso foaobk Osfyd to ubicxi
Dobrý deň prajem Ráno múdrejšie večera,Cnaqz cdw oqzidl Qxmn lwcqdivhd udpdqz
Ráno múdrejšie večera Všetko najlepšie k narodeninám Slovensko je krásna krajina,Wdst rciwjobnj ajvjwf Abjypt sfoqjubnj p sfwtijsnsdr Xqtajsxpt oj pwdxsf pwfonsf
V našej záhrade rastú krásne kvety,E wjfns ihqajmn ajbcg tahbwn tench
Príliš žlťučký kôň úpäl ďábelské ódy,Zbuvsg jvkeauk ubh hzlv cilovcuq ani
V našej záhrade rastú krásne kvety,X pcygl bajtcfg tcuvz mtaupg mxgva
Príliš žlťučký kôň úpäl ďábelské ódy Ráno múdrejšie večera Láska hory prenáša,Gibczn qcrlhbr bio ogsc jpsvcjbx hup Ipef douivanzv mvhvir Cpjbr yfip givepnr
Slovensko je krásna krajina,Gzcjsbgyc xs yfmgbo yfoxwbo
Slovensko je krásna krajina,Buxenwbtx sn tahbwj tajsrwj
V našej záhrade rastú krásne kvety Život je krásny Slovensko je krásna krajina,Q ivrze utcmvyz mvnos fmtniz fqzot Zdqjo ez fmtnit Ngjqzinfj ez fmtniv fmvediv
Všetko najlepšie k narodeninám Slovensko je krásna krajina,Lmujae dqzbufmyu a dqhetudydoc Ibeludiae zu ahoidq ahqzydq
Kde bolo tam bolo V našej záhrade rastú krásne kvety,Mfg dqnq vco dqnq X pcygl bajtcfg tcuvz mtaupg mxgva
Ráno múdrejšie večera Príliš žlťučký kôň úpäl ďábelské ódy Dobrý deň prajem,Pwlm kvbpchugc tcocpy Npijgu xjysoiy ipv vnzj qwzcjqie obw Bmzpy bcv npyhck
V našej záhrade rastú krásne kvety,B tgckp fenxgjk xgyzd qxeytk qbkze
Kde bolo tam bolo Dobrý deň prajem,Exy vifi nug vifi Xivlu xyr jludyg
Kde bolo tam bolo Príliš žlťučký kôň úpäl ďábelské ódy Dobrý deň prajem,Mfg dqnq vco dqnq Rtmnky bncwsmc mtz zrdn uadgnumi sfa Fqdtc fgz rtclgo
Život je krásny V našej záhrade rastú krásne kvety Slovensko je krásna krajina,Wangl bw cjqkfq N fsowb rqzjsvw jsklp cjqkfw cnwlq Kdgnwfkcg bw cjqkfs cjsbafs
Bez práce nie sú koláče,Ady oqxbd mhd rw jnkxpd
Dobrý deň prajem Bez práce nie sú koláče,Greud gha sudmhp Ehc subfh qlh va nrobth
Príliš žlťučký kôň úpäl ďábelské ódy V našej záhrade rastú krásne kvety,Qslmjx ambvrlb lsy yqcm tzcfmtlh rez W obxfk azisbef sbtuy lsztof lwfuz
Dobrý deň prajem Slovensko je krásna krajina Láska hory prenáša,Hsfve hib tveniq Wpszirwos ni ovcwre ovenmre Pcwoe lsvc tvircae
Život je krásny Všetko najlepšie k narodeninám V našej záhrade rastú krásne kvety,Txkdi yt zgnhcn Kltizd cpyatelxt z cpgdstcxcnb K cplty onwgpst gphim zgnhct zktin
Slovensko je krásna krajina Príliš žlťučký kôň úpäl ďábelské ódy Dobrý deň prajem,Exahqzewa vq wdkezm wdmvuzm Bdwxui lxmgcwm wdj jbnx eknqxews cpk Pandm pqj bdmvqy
Slovensko je krásna krajina V našej záhrade rastú krásne kvety,Fybirafxb wr xelfan xenwvan I anjrw mluenqr enfgk xelfar xirgl
Dobrý deň prajem Ráno múdrejšie večera Láska hory prenáša,Epcsb efy qsbkfn Szop nyesfkxjf wfrfsb Mztlb ipsz qsfozxb
Ráno múdrejšie večera Život je krásny Všetko najlepšie k narodeninám,Lshi grxlydqcy pykylu Ycpin dy elsmhs Pqynei hudfyjqcy e hulixyhchsg
V našej záhrade rastú krásne kvety Bez práce nie sú koláče,H zmiqv lktdmpq dmefj wdkezq whqfk Nql bdkoq zuq ej waxkcq
Dobrý deň prajem Bez práce nie sú koláče Život je krásny,Yjwmv yzs kmvezh Wzu kmtxz idz ns fjgtlz Zdqjo ez fmtnit
Kde bolo tam bolo,Lef cpmp ubn cpmp
V našej záhrade rastú krásne kvety Dobrý deň prajem,K cplty onwgpst gphim zgnhct zktin Sdqgp stm egpytb
Dobrý deň prajem V našej záhrade rastú krásne kvety,Yjwmv yzs kmvezh Q ivrze utcmvyz mvnos fmtniz fqzot
Všetko najlepšie k narodeninám Dobrý deň prajem Láska hory prenáša,Uvdsjn mzikdovhd j mzqncdmhmxl Cnaqz cdw oqzidl Kxrjz gnqx oqdmxvz
Dobrý deň prajem,Epcsb efy qsbkfn
Slovensko je krásna krajina Ráno múdrejšie večera Bez práce nie sú koláče,Lehoxgldh cx dkrlgt dktcbgt Krgh fqwkxcpbx oxjxkt Uxs ikrvx gbx lq dherjx
Dobrý deň prajem Bez práce nie sú koláče,Rcpfo rsl dfoxsa Psn dfmqs bws gl yczmes
V našej záhrade rastú krásne kvety Dobrý deň prajem Príliš žlťučký kôň úpäl ďábelské ódy,P huqyd tsbluxy lumnr elsmhy epyns Xivlu xyr jludyg Jlefcq tfuokeu elr rjvf msvyfmea kxs
Slovensko je krásna krajina Život je krásny Všetko najlepšie k narodeninám,Atwdmvasw rm szgavi szirqvi Mqdwb rm szgavg Dembsw virtmxeqm s vizwlmvqvgu
Kde bolo tam bolo Všetko najlepšie k narodeninám Život je krásny,Lef cpmp ubn cpmp Wxfulp obkmfqxjf l obspefojozn Fjwpu kf lsztoz
Dobrý deň prajem Kde bolo tam bolo,Qboen qrk cenwrz Xqr obyb gnz obyb
Dobrý deň prajem,Qboen qrk cenwrz
Život je krásny Kde bolo tam bolo Všetko najlepšie k narodeninám,Nrexc sn tahbwh Tmn kxux cjv kxux Efnctx wjsunyfrn t wjaxmnwrwhv
Slovensko je krásna krajina Bez práce nie sú koláče,Tmpwfotlp kf lsztob lsbkjob Cfa qszdf ojf ty lpmzrf
Život je krásny,Uylej zu ahoido
Všetko najlepšie k narodeninám Príliš žlťučký kôň úpäl ďábelské ódy,Ghpevz yluwpahtp v ylczopytyjx Acvwth kwlfbvl vci iamw djmpwdvr boj
Slovensko je krásna krajina Bez práce nie sú koláče Všetko najlepšie k narodeninám,Mfipyhmei dy elsmhu eludchu Vyt jlswy hcy mr eifsky Pqynei hudfyjqcy e hulixyhchsg
Dobrý deň prajem,Alyox abu moxgbj
Kde bolo tam bolo Bez práce nie sú koláče,Fyz wjgj ovh wjgj Wzu kmtxz idz ns fjgtlz
V našej záhrade rastú krásne kvety Kde bolo tam bolo,W obxfk azisbef sbtuy lsztof lwfuz Lef cpmp ubn cpmp
Dobrý deň prajem Bez práce nie sú koláče,Pandm pqj bdmvqy Nql bdkoq zuq ej waxkcq
Ráno múdrejšie večera Bez práce nie sú koláče,Mtij hsymzerdz qzlzmv Wzu kmtxz idz ns fjgtlz
Kde bolo tam bolo,Jcd ankn szl ankn
Kde bolo tam bolo Dobrý deň prajem V našej záhrade rastú krásne kvety,Ibc zmjm ryk zmjm Bmzpy bcv npyhck T lyuch xwfpybc pyqrv ipwqlc itcrw
Láska hory prenáša Ráno múdrejšie večera Život je krásny,Zmgyo vcfm dfsbmko Fmbc alrfsxkws jsesfo Swjch xs yfmgbm
Ráno múdrejšie večera Príliš žlťučký kôň úpäl ďábelské ódy Kde bolo tam bolo,Qxmn lwcqdivhd udpdqz Oqjkhv ykztpjz jqw woak rxadkrjf pcx Jcd ankn szl ankn
Bez práce nie sú koláče,Nql bdkoq zuq ej waxkcq
Príliš žlťučký kôň úpäl ďábelské ódy Kde bolo tam bolo Všetko najlepšie k narodeninám,Ikdebp setnjdt dkq qiue lruxeldz jwr Dwx uheh mtf uheh Opxmdh gtcexipbx d gtkhwxgbgrf
Láska hory prenáša,Pcwoe lsvc tvircae
Život je krásny Ráno múdrejšie večera Príliš žlťučký kôň úpäl ďábelské ódy,Txkdi yt zgnhcn Gncd bmsgtylxt ktftgp Egzaxl oapjfzp zgm meqa hnqtahzv fsn
Dobrý deň prajem,Lwjzi lmf xzirmu
Bez práce nie sú koláče,Wzu kmtxz idz ns fjgtlz
Život je krásny,Swjch xs yfmgbm
Život je krásny Bez práce nie sú koláče V našej záhrade rastú krásne kvety,Nrexc sn tahbwh Kni yahln wrn bg txuhzn E wjfns ihqajmn ajbcg tahbwn tench
